Grill,der Grill,Kannst du mir deinen Grill leihen? Wir wollen am Wochenende ein Picknick machen.,,,,,
Grippe,die Grippe,Ich habe eine Grippe und kann leider nicht kommen.,,,,,
Größe,"die Größe, -n",Welche Größe haben Sie?,Größe: 170 cm,Haben Sie das Hemd auch in Größe 40?,,,
Grund,"der Grund, ¨-e",Sie haben Ihre Stelle gekündigt. Aus welchem Grund?,"Sie haben keinen Grund, sich zu beschweren.",,,,
Grundstück,"das Grundstück, -e",Wir wollen ein Haus bauen und suchen ein günstiges Grundstück.,,,,,
Gruppe,"die Gruppe, -n",Für Gruppen gibt es eine Ermäßigung.,,,,,
Gruß,"der Gruß, ¨-e",Schönen Gruß an Ihren Mann.,Viele Grüße an Ihre Frau.,Mit freundlichen Grüßen,,,
Gymnastik,die Gymnastik,Ich mache jeden Morgen Gymnastik.,,,,,
Haar,"das Haar, -e",Meine Freundin hat langes schwarzes Haar.,Die Haare unseres Hundes liegen überall in der Wohnung.,,,,
Hackfleisch,"das Hackfleisch (D, CH) ? A: Faschierte",Geben Sie mir bitte 500g Hackfleisch.,,,,,
Hafen,"der Hafen, ¨-","Wenn du in Hamburg bist, musst du dir unbedingt den Hafen ansehen.",,,,,
Hähnchen/Hühnchen,"das Hähnchen/Hühnchen, - (D) ? A: Hend(e)l; Poulet, -s (CH)",Zum Mittagessen gibt es Hühnchen mit Reis.,,,,,
Halbpension,die Halbpension,Wir möchten ein Hotel mit Halbpension.,,,,,
Hälfte,"die Hälfte, -n",Bitte teilt euch die Schokolade. Jeder bekommt die Hälfte.,Die Hälfte vom Urlaub ist schon vorbei.,Was hat der Mann gesagt? Ich habe nur die Hälfte verstanden.,,,
Halle,"die Halle, -n",Die Stadt baut eine neue Sporthalle.,,,,,
Hallenbad,"das Hallenbad, ¨-er",Sie geht jeden Tag zum Schwimmen ins Hallenbad.,,,,,
Hals,"der Hals, ¨-e",Mir tut der Hals weh.,Ich habe seit gestern Halsschmerzen.,,,,
Halt,der Halt,Nächster Halt ist am Südbahnhof.,,,,,
Haltestelle,"die Haltestelle, -n",An der nächsten Haltestelle müssen wir aussteigen.,,,,,
Hammer,"der Hammer, ¨-",Ich möchte ein Bild aufhängen. Hast du einen Hammer für mich?,,,,,
Hand,"die Hand, ¨-e",Wasch dir bitte die Hände vor dem Essen.,Gib mir bitte deine Hand. Wir gehen jetzt über die Straße.,,,,
"Handwerker, Handwerkerin","der Handwerker, - die Handwerkerin, -nen",Morgen sind bei uns die Handwerker. Wir bekommen eine neue Badewanne.,,,,,
Handel,der Handel,Der Handel mit Computern ist ein gutes Geschäft.,,,,,
"Händler, Händlerin","der Händler, - die Händlerin, -nen","Ich gehe zum Gemüsehändler, soll ich dir etwas mitbringen?",,,,,
Handy,"das Handy, -s","Ich habe kein Festnetztelefon, aber ein Handy.",Soll ich Ihnen meine Handynummer geben?,,,,
Hauptstadt,"die Hauptstadt, ¨-e",Berlin ist die Hauptstadt von Deutschland.,,,,,
Hauptbahnhof,"der Hauptbahnhof, ¨-e",Treffen wir uns am Hauptbahnhof?,,,,,
Haus,"das Haus, ¨-er",Wir haben ein Haus gemietet.,Ich komme gerade von zu Hause.,Ich muss jetzt nach Hause.,Paul ist nicht zu Hause.,,
Hausaufgabe,"die Hausaufgabe, -n",Kannst du mir bei den Hausaufgaben helfen?,,,,,
"Hausfrau, Hausmann",die Hausfrau der Hausmann,ne Frau ist Hausfrau und kümmert sich um die Kinder.,n Mann ist Hausmann und kümmert sich um die Kinder.,,,,
Haushalt,"der Haushalt, -e","Ich kümmere mich um den Haushalt, d. h. ich putze, wasche, koche etc.",,,,,
"Hausmeister, Hausmeisterin","der Hausmeister, - die Hausmeisterin, -nen (D, A) ? CH: Abwart","Der Hausmeister hat mir geholfen, den Schrank in die Wohnung zu tragen.",,,,,
Haut,die Haut,Haben Sie eine Creme für trockene Haut?,,,,,
Heft,"das Heft, -e",Ich hätte gern ein Schreibheft.,,,,,
Heim,"das Heim, -e",Meine Oma wohnt in einem Seniorenheim.,,,,,
Heimat,die Heimat,Ich lebe jetzt hier in Deutschland. Das ist meine neue Heimat.,,,,,
Heimweh,das Heimweh,Ich habe oft Heimweh nach meiner Familie.,,,,,
Heizung,"die Heizung, -en",Es ist kalt. Ist die Heizung kaputt?,,,,,
"Held, Heldin","der Held, -en die Heldin, -nen",Er spielt gern den Helden.,Sie ist die Heldin des Tages.,,,,
Hilfe,die Hilfe,Vielen Dank für Ihre Hilfe.,"Haben Sie einen Kurs für Erste Hilfe gemacht? Das müssen Sie, wenn Sie den Führerschein machen wollen.",Hilfe! Jemand hat mir die Handtasche gestohlen. Bitte helfen Sie mir!,,,
Hemd,"das Hemd, -en",Nikos trägt heute ein weißes Hemd.,,,,,
Hend(e)l,"das Hend(e)l, - (A) ? D: Hähnchen/Hühnchen; CH: Poulet",Zum Mittagessen gibt es Hendl mit Reis.,,,,,
Herausforderung,"die Herausforderung, -en",Das Spiel ist eine Herausforderung.,,,,,
Herd,"der Herd, -e",In der neuen Küche fehlt noch der Herd.,,,,,
Herkunft,die Herkunft,Viele Leute fragen mich nach meiner Herkunft.,,,,,
Herr,"der Herr, -en","Da ist ein Herr, der möchte Sie sprechen.","Guten Tag, Herr Müller!",,,,
Hersteller,"der Hersteller, -",Ihr Handy ist kaputt? Wir schicken es an den Hersteller zurück und lassen es reparieren.,,,,,
Herz,"das Herz, -en",Ich bin ganz nervös. Mir klopft das Herz.,Wir müssen Ihr Herz untersuchen.,,,,
Himmel,der Himmel,Wir hatten im Urlaub so tolles Wetter. Immer Sonne und blauer Himmel.,,,,,
Hinweise,"der Hinweise, -e",Die Polizei hat viele Hinweise zum Unfall bekommen.,,,,,
Hitze,die Hitze,Gestern war eine schreckliche Hitze!,,,,,
Hobby,"das Hobby, -s",Ich habe keine Zeit mehr für meine Hobbys.,,,,,
Höhe,die Höhe,"Mein Tisch hat folgende Maße: Länge: 1,20 m, Breite: 0,60 m, Höhe: 0,80 m.",Wir fliegen jetzt in 6000 m Höhe.,,,,
Hochzeit,"die Hochzeit, -en",Claudia und Peter wollen ihre Hochzeit groß feiern.,Zu dieser Hochzeit kommen mehr als fünfzig Gäste.,,,,
Hof,"der Hof, ¨-e",Die Kinder spielen am liebsten im Hof.,,,,,
Bauernhof,"der Bauernhof, ¨-e",Meine Großeltern hatten einen Bauernhof.,,,,,
Hoffnung,"die Hoffnung, -en",Man darf die Hoffnung nicht verlieren.,,,,,
Holz,das Holz,Möchten Sie ein Regal aus Holz oder aus Metall?,,,,,
Honig,der Honig,Ich esse gern Brötchen mit Honig und Butter zum Frühstück.,,,,,
"Hörer, Hörerin","der Hörer, -; die Hörerin, -nen der Zuhörer",Die Sendung hat viele Hörer und Hörerinnen.,,,,,
Hose,"die Hose, -n",Können Sie die Hose etwas kürzer machen?,,,,,
Hotel,"das Hotel, -s",Im Urlaub sind wir in einem Hotel am Meer.,,,,,
Hügel,"der Hügel, -",Auf diesem Hügel machen wir eine Pause.,,,,,
Humor,der Humor,"Wir mögen Paul, weil er so viel Humor hat.",Den Humor des Komikers verstehe ich nicht.,,,,
Hunger,der Hunger,"Möchtest du Suppe? – Nein danke, ich habe keinen Hunger.",,,,,
Husten,der Husten,Haben Sie ein Medikament gegen Husten?,,,,,
Hut,"der Hut, ¨-e",Sie sollten im Sommer nicht ohne Hut in die Sonne gehen.,,,,,
Hütte,"die Hütte, -n",Wir übernachten in der Hütte auf dem Berg.,,,,,
Idee,"die Idee, -n",Du willst ein Picknick machen? Ich finde die Idee toll.,,,,,
Imbiss,"der Imbiss, -e (D) ? A: Jause, CH: Znüni/Zvieri",Es ist Zeit für einen kleinen Imbiss.,,,,,
Import,"der Import, -e","Im dritten Stock ist die Firma Schmidt & Co, Import und Export.",Der Import von Zigaretten ist nur bis zu einer bestimmten Menge erlaubt.,,,,
Industrie,"die Industrie, -n",In dieser Gegend gibt es viel Industrie.,,,,,
Infektion,"die Infektion, -en",Sie haben eine Infektion. Sie müssen Tabletten nehmen.,,,,,
Information,"die Information, -en",Bitte lesen Sie diese Informationen genau.,"Wenn Sie Fragen haben, gehen Sie zur Information.",,,,
Ingenieur,"der Ingenieur, -e",Hans will Bauingenieur werden.,,,,,
Inhalt,"der Inhalt, -e",Geben Sie den Inhalt der Packung in einen Liter kochendes Wasser.,,,,,
Insel,"die Insel, -n",Ich würde dieses Mal gern auf einer Insel Ferien machen.,,,,,
Inserat,"das Inserat, -e",Was kostet ein Inserat in der Zeitung?,,,,,
Institut,"das Institut, -e",Ich besuche einen Sprachkurs in einem kleinen Sprachinstitut.,,,,,
Instrument,"das Instrument, -e",Ich spiele Klavier. Spielen Sie auch ein Musikinstrument?,,,,,
Integration,"die Integration, -en",Gute Deutschkenntnisse sollen bei der Integration helfen.,,,,,
Intelligenz,die Intelligenz,Meine Kinder haben in der Schule einen Intelligenztest gemacht.,,,,,
Intensivkurs,"der Intensivkurs, -e",Der Intensivkurs findet täglich von 9 bis 12 Uhr statt.,,,,,
Interesse,"das Interesse, -n","Ich habe viele Interessen: Sport, Lesen, Handarbeit, Tanzen",,,,,
Interview,"das Interview, -s",Ich habe im Fernsehen ein interessantes Interview mit zwei Schauspielern gesehen.,,,,,
Jacke,"die Jacke, -n",Zieh dir eine Jacke an. Es ist kalt.,,,,,
Jause,"die Jause, -n (A) ? D: Imbiss; CH: Znüni/Zvieri",Es ist Zeit für eine kleine Jause.,,,,,
Jeans (Pl.),die Jeans (Pl.),Nicht nur junge Leute tragen Jeans.,,,,,
"Journalist, Journalistin","der Journalist, -en die Journalistin, -nen",Meine Tochter möchte Journalistin werden.,,,,,
Jugend,die Jugend,In meiner Jugend habe ich mich sehr für Musik interessiert.,,,,,
Jugendliche,"der Jugendliche, -n die Jugendliche, -nen",Die Jugendlichen gehen gerne in die Disko.,Der Eintritt ist für Kinder und Jugendliche bis 16 Jahre frei.,,,,
Jugendherberge,"die Jugendherberge, -n",Wo habt ihr übernachtet? – In einer Jugendherberge.,,,,,
Junge,"der Junge, -n (D) ? A, CH: Bub",In der Schulklasse sind 15 Jungen und 10 Mädchen.,,,,,
Kabel,"das Kabel, -",Wo ist das Kabel für das Aufnahmegerät?,Mit Kabel bekommen Sie über 30 Fernsehkanäle.,,,,
Kabine,"die Kabine, -n","Um zu wählen, gehen Sie bitte in diese Kabine.",,,,,
Kaffee,der Kaffee,Bring bitte noch eine Packung Kaffee mit.,Zum Frühstück trinke ich gerne Kaffee.,Wir sind bei Müllers zum Kaffee eingeladen.,"Einen Kaffee, bitte.",,
Kaffeehaus,"das Kaffeehaus, ¨-er (A)",Hier in der Nähe ist ein Kaffeehaus. Lass uns einen Kaffee trinken.,,,,,
Kakao,"der Kakao, -s",Zum Frühstück trinke ich immer einen Kakao.,,,,,
Kalender,"der Kalender, -",Ich habe den Termin in meinem Kalender notiert.,Haben Sie am Montag Zeit? – Moment. Ich muss erst in meinem Terminkalender nachschauen.,,,,
Kälte,die Kälte,Bei dieser Kälte fahre ich nicht mit dem Fahrrad.,,,,,
Kamera,"die Kamera, -s",Ich habe eine ganz neue Kamera.,,,,,
Kampf,"der Kampf, ¨-e",Im Schulbus gibt es immer einen Kampf um die Sitzplätze.,,,,,
Kanal,"der Kanal, ¨-e",Mit Kabel bekommen Sie über 30 Fernsehkanäle.,,,,,
Kandidat,"der Kandidat, -en",Wie viele Kandidaten kommen zur Prüfung?,,,,,
Kanne,"die Kanne, -n","Das ist aber eine schöne Teekanne. – Ja, die ist aus China.",Bitte einen Kaffee! – Eine Tasse oder ein Kännchen?,,,,
Kantine,"die Kantine, -n",In unserer Kantine kann man günstig essen.,,,,,
Kapitel,"das Kapitel, -","Die Lehrerin hat gesagt, wir sollen zwei Kapitel im Buch wiederholen.",,,,,
Karneval,"der Karneval, -s/-e (D) ? D, A: Fasching; CH: Fasnacht",Dort hängt mein Kostüm für den Karnevals(um)zug.,,,,,
Karotte,"die Karotte, -n ? D: Möhre; CH: Rüebli",Hasen fressen gern Karotten.,,,,,
Karriere,"die Karriere, -n",Mein Bruder hat große Pläne. Er will Karriere machen.,,,,,
Karte,"die Karte, -n",Schreibst du mir eine Karte aus dem Urlaub?,Diese Karte gilt nur für die 2. Klasse.,Hast du schon die Karten für das Konzert abgeholt?,Haben Sie eine Karte von Norddeutschland?,"Herr Ober, bitte die Speisekarte.",Spielen Sie Karten?
Chipkarte,"die Chipkarte, -n",Ich habe eine Chipkarte für diesen Automaten.,,,,,
Fahrkarte,"die Fahrkarte, -n ? CH: Billett",Fahrkarten können Sie am Schalter kaufen.,,,,,
Kartoffel,"die Kartoffel, -n ? A: Erdapfel",Kann ich bitte noch Kartoffeln bekommen?,,,,,
Käse,der Käse,Möchtest du Käse aufs Brot?,,,,,
Kasse,"die Kasse, -n",Zahlen Sie bitte an der Kasse.,,,,,
Kassette,"die Kassette, -n",Meine Eltern besitzen noch viele Musikkassetten.,,,,,
Kasten,"der Kasten, ¨- (D) ? Kiste (A, D)",Ich habe zwei Kästen Bier gekauft.,,,,,
Kasten,"der Kasten, ¨- (A, CH) ? D, CH: Schrank",Die Handtücher liegen im Kasten.,,,,,
Katalog,"der Katalog, -e",Ich habe mir ein Kleid aus dem Katalog bestellt.,,,,,
Katastrophe,"die Katastrophe, -n",Der Urlaub war eine Katastrophe. Es hat nur geregnet.,,,,,
Kauf,der Kauf,Der neue Esstisch war ein guter Kauf.,,,,,
"Käufer, Käuferin","der Käufer, - die Käuferin, -nen",Ich habe schon einen Käufer für den alten Tisch.,,,,,
Keller,"der Keller, -",Unser Keller ist nicht besonders groß.,,,,,
"Kellner, Kellnerin","der Kellner, - die Kellnerin, -nen ? D, A: Ober; CH: Serviceangestellter",Ich bin Kellnerin von Beruf.,,,,,
Kenntnisse (Pl.),die Kenntnisse (Pl.),In vielen Berufen braucht man heute Sprachkenntnisse.,Ich möchte meine Deutschkenntnisse verbessern.,,,,
Kennzeichen,"das Kennzeichen, -",Das Auto hat ein Schweizer Kennzeichen.,,,,,
Kerze,"die Kerze, -n",Für den Geburtstagstisch brauchen wir viele Blumen und Kerzen.,,,,,
Kette,"die Kette, -n",Ich habe zum Geburtstag eine goldene Kette bekommen.,,,,,
Kind,"das Kind, -er",Mein Bruder hat zwei Kinder.,Wir haben ein Kind bekommen.,Die Kinder spielen Fußball.,,,
Kindergarten,"der Kindergarten, ¨-",Morgens bringe ich meinen Sohn in den Kindergarten.,,,,,
Kindheit,die Kindheit,In meiner Kindheit war ich oft auf dem Land bei meinen Großeltern.,,,,,
Kino,"das Kino, -s",Wollen wir ins Kino gehen?,,,,,
Kiosk,"der Kiosk, -e",Zeitungen bekommst du am Kiosk.,,,,,
Kirche,"die Kirche, -n",Diese Kirche ist aus dem 12. Jahrhundert.,,,,,
Kiste,"die Kiste, -n (A, D) ? D: Kasten",Ich habe zwei Kisten Bier gekauft.,,,,,
Kissen,"das Kissen, -",Ohne Kopfkissen kann ich nicht schlafen.,,,,,
Klasse,"die Klasse, -n",In der Klasse sind 24 Schülerinnen und Schüler.,Im Herbst komme ich in die 7. Klasse.,"Einmal nach Frankfurt, 1. Klasse, bitte.",,,
Klassenarbeit,"die Klassenarbeit, -en (D) ? A: Schularbeit",Mein Sohn schreibt bei Klassenarbeiten immer gute Noten.,,,,,
Klavier,"das Klavier, -e",Meine Tochter möchte Klavier spielen lernen.,,,,,
Kleid,"das Kleid, -er",Ich habe mir ein neues Kleid gekauft.,,,,,
Kleidung,die Kleidung,Hier brauchen Sie auch im Sommer warme Kleidung.,,,,,
Klick,"der Klick, - s","Um das Wort zu markieren, genügt ein Doppelklick mit der linken Maustaste.",,,,,
Klima,das Klima,"Alle sagen, dass sich das Klima ändert.",,,,,
Klimaanlage,"die Klimaanlage, -n",Im Sommer brauchen wir eine Klimaanlage.,,,,,
Klingel,"die Klingel, -n",Drück bitte auf die Klingel!,,,,,
Klinik,"die Klinik, -en","Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.",,,,,
Kloß,"der Kloß, ¨-e (D) ? D, A: Knödel","Möchten Sie zum Fleisch Kartoffeln oder Klöße? – Klöße, bitte.",,,,,
Kneipe,"die Kneipe, -n (D)",Gehen wir noch in eine Kneipe ein Bier trinken?,,,,,
Knie,"das Knie, -",Ich habe mich am Knie verletzt. Jetzt kann ich nicht laufen.,,,,,
Knochen,"der Knochen, -",Ich bin hingefallen. Jetzt tun mir alle Knochen weh.,,,,,
Knödel,"der Knödel, - (D, A) ? D: Kloß",Möchten Sie zum Fleisch Erdäpfel oder Knödel? – Knödel bitte.,,,,,
Knopf,"der Knopf, ¨-e",An meiner Jacke fehlt ein Knopf.,Der Fahrstuhl kommt nicht. – Sie müssen auf den Knopf drücken.,,,,
"Koch, Köchin","der Koch, ¨-e die Köchin, -nen",Ein Freund von mir ist Koch in einem teuren Restaurant.,,,,,
Koffer,"der Koffer, -",Ich habe den Koffer schon gepackt.,,,,,
"Kollege, Kollegin","der Kollege, -n die Kollegin, -nen",Ich habe guten Kontakt zu meinen Kollegen.,Mein neuer Kollege ist sehr nett.,,,,
Kommunikation,die Kommunikation,Die Kommunikation zwischen den Abteilungen ist gut.,,,,,
Kompromiss,"der Kompromiss, -e",Alle wollen etwas anderes. Wir müssen einen Kompromiss finden.,,,,,
Konferenz,"die Konferenz, -en",Die Konferenz findet in Raum 19 statt.,,,,,
Konfitüre,"die Konfitüre, -n (CH)",Bring bitte noch ein Glas Konfitüre mit.,,,,,
Konflikt,"der Konflikt, -e",Das ist ein alter Konflikt.,Ich habe einen Konflikt mit meinen Eltern.,,,,
König,"der König, -e",Der spanische König ist in Deutschland zu Besuch.,,,,,
Konkurrenz,die Konkurrenz,Die Reparatur ist mir hier zu teuer. Bei der Konkurrenz bekomme ich sie für die Hälfte.,"Es ist schwer, ein Geschäft aufzumachen. Die Konkurrenz ist groß.",,,,
Konsulat,"das Konsulat, -e",Ein Visum bekommst du auch im Konsulat.,,,,,
Konsum,der Konsum,Der Konsum von Lebensmitteln steigt.,,,,,
Kontakt,"der Kontakt, -e",Ich habe wenig Kontakt zu meinen Kollegen.,,,,,
Konto,"das Konto, Konten",Ich möchte ein Konto eröffnen.,Das Geld überweisen wir am 1. März auf Ihr Konto.,,,,
Girokonto,"das Girokonto, -en",Mein Girokonto kostet gar nichts.,,,,,
Kontrolle,"die Kontrolle, -n",An den Grenzen gibt es kaum noch Kontrollen.,Fahrkartenkontrolle! Bitte Ihre Fahrkarten!,,,,
Konzert,"das Konzert, -e",Für das Konzert am Sonntag gibt es noch Karten.,,,,,
Kopf,"der Kopf, ¨-e",Ich habe Kopfschmerzen.,Michael kann gut im Kopf rechnen.,,,,
Kopie,"die Kopie, -n",Machst du mir bitte eine Kopie?,,,,,
Kopierer,"der Kopierer, -",Der Kopierer ist schon wieder kaputt.,,,,,
Körper,"der Körper, -","Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.",,,,,
Korridor,"der Korridor, -e (D, CH) ? Gang; D: Flur",Wir warten draußen im Korridor.,,,,,
Kosten (Pl.),die Kosten (Pl.),Die Kosten für die Reise bekomme ich von der Firma.,,,,,
Kostüm,"das Kostüm, -e",In dem Film tragen die Leute bunte Kostüme.,,,,,
Kraft,"die Kraft, ¨-e",Für diese Arbeit braucht man viel Kraft.,,,,,
Kraftfahrzeug,"das Kraftfahrzeug, -e",Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.,,,,,
Kraftwerk,"das Kraftwerk, -e",Die Menschen protestieren gegen das Kraftwerk.,,,,,
Kranke,"der Kranke, -n die Kranke, -n",Kranke brauchen viel Ruhe.,,,,,
Krankenhaus,"das Krankenhaus, ¨-er",Er hat sich verletzt und musste ins Krankenhaus.,,,,,
Krankenkasse,"die Krankenkasse, -n",Die Krankenkasse bezahlt die Medikamente.,,,,,
Krankenpfleger,"der Krankenpfleger, -",Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.,,,,,
Krankenschwester,"die Krankenschwester, -n",Meine Cousine möchte gern Krankenschwester werden.,,,,,
Krankenwagen,"der Krankenwagen, -",Wir mussten einen Krankenwagen rufen.,,,,,
Krankheit,"die Krankheit, -en",Gegen welche Krankheiten sollte ich mich impfen lassen?,Was für eine Krankheit hat Herr Brandner?,,,,
Kredit,"der Kredit, -e",Ich habe den Wagen auf Kredit gekauft.,Wir haben von der Bank einen Kredit bekommen.,,,,
Kreditkarte,"die Kreditkarte, -n",Kann ich mit Kreditkarte zahlen?,,,,,
Kreis,"der Kreis, -e",Die Kinder sitzen im Kindergarten im Kreis.,Bitte malt jetzt alle einen Kreis in euer Heft.,Unser Ort gehört zum Kreis Neuss.,,,
Kreuz,"das Kreuz, -e",Was bedeutet dieses Kreuz hier?,,,,,
Kreuzung,"die Kreuzung, -en",Fahren Sie an der nächsten Kreuzung rechts.,,,,,
Krieg,"der Krieg, -e",Es herrscht noch immer Krieg in diesem Land.,Der Lehrer spricht über den Zweiten Weltkrieg.,,,,
Krimi,"der Krimi, -s",Heute Abend kommt ein spannender Krimi im Fernsehen.,,,,,
Krise,"die Krise, -n",Die Wirtschaft steckt in einer schweren Krise.,,,,,
Kritik,"die Kritik, -en",Es gibt viel Kritik an der Politik der Regierung.,Dieser Film hat sehr gute Kritiken bekommen.,,,,
Küche,"die Küche, -n","Ich suche eine Wohnung mit drei Zimmern, Küche und Bad.",Ich mag die deutsche Küche.,,,,
Kuchen,"der Kuchen, -",Ich habe einen Kuchen gebacken.,,,,,
Kugelschreiber,"der Kugelschreiber, -",Mein Kugelschreiber ist weg.,,,,,
Kuli,"der Kuli, -s",Hast du einen Kuli für mich?,,,,,
Kühlschrank,"der Kühlschrank, ¨-e",Stell die Milch in den Kühlschrank!,,,,,
Kultur,"die Kultur, -en",Ich interessiere mich für andere Länder und Kulturen.,,,,,
Kunde,"der Kunde, -n die Kundin, -nen",Sie ist schon lange bei mir Kundin. Ich habe ihr einen Sonderpreis gegeben.,"Einen Augenblick, bitte. Ich habe einen Kunden.",,,,
Kündigung,"die Kündigung, -en",Ich habe die Kündigung bekommen. Jetzt bin ich arbeitslos.,,,,,
Kunst,"die Kunst, ¨-e",Ich verstehe nichts von moderner Kunst.,,,,,
"Künstler, Künstlerin","der Künstler, - die Künstlerin, -nen",In diesem Stadtteil wohnen viele Künstlerinnen. Neben uns wohnt eine Musikerin.,,,,,
Kunststoff,"der Kunststoff, -e",Der Stuhl ist aus Kunststoff.,,,,,
Kurs,"der Kurs, -e",Ich besuche regelmäßig einen Deutschkurs.,,,,,
Kursleiter,"der Kursleiter, - die Kursleiter, -nen",Die Kursleiterin ist mit unserer Kursgruppe manchmal in den Computerraum gegangen.,,,,,
Kurve,"die Kurve, -n",Fahr bitte nicht so schnell in die Kurven.,Achtung. Das Stauende ist gleich hinter einer Kurve.,,,,
Kuss,"der Kuss, ¨-e",Gib der Mama einen Kuss!,,,,,
Küste,"die Küste, -n",Unser Dorf liegt direkt an der Küste.,,,,,
Kuvert,"das Kuvert, -s (A) ? der Briefumschlag; CH: Couvert",Ich hätte gern 50 Kuverts und Briefmarken dazu.,,,,,
Laden,"der Laden, ¨-",Dieses Kleid habe ich in einem Laden im Zentrum gekauft.,Ich kaufe meine Zeitung immer beim Zeitungsladen am Eck.,,,,
Lage,die Lage,Wir suchen eine Wohnung an/in zentraler Lage.,,,,,
Lager,"das Lager, -","Ich weiß nicht, ob wir diesen Schuh in Ihrer Größe haben. Ich sehe mal im Lager nach.",Unsere Kinder fahren im Sommer ins Zeltlager.,,,,
Lampe,"die Lampe, -n",Ich habe mir eine neue Lampe gekauft.,Mach doch bitte die Lampe an. Es ist so dunkel hier.,,,,
Land,"das Land, ¨-er",Deutschland ist ein schönes Land.,Möchten Sie lieber auf dem Land oder in der Stadt wohnen?,Wir haben ein Stück Land gekauft und wollen dort bauen.,In welchen Ländern warst du schon?,,
Landwirtschaft,die Landwirtschaft,Auf dem Land arbeiten die meisten Leute in der Landwirtschaft.,,,,,
Landschaft,"die Landschaft, -en",Die Landschaft ist sehr hügelig.,,,,,
Landung,"die Landung, -en",Bei der Landung müssen Sie sich anschnallen.,,,,,
Länge,die Länge,"Mein Schreibtisch hat folgende Maße: Länge 1.20 m, Breite: 0,85 m, Höhe: 0,75 m.",,,,,
Langeweile,die Langeweile,Es ist aus Langeweile eingeschlafen.,,,,,
Lärm,der Lärm,Die Flugzeuge machen einen schrecklichen Lärm.,,,,,
Laster,"der Laster, -",Auf der Autobahn waren so viele Laster. Deshalb hat es so lange gedauert.,,,,,
Laufwerk,"das Laufwerk, -e",Für meinen Computer habe ich mir ein neues Laufwerk gekauft.,,,,,
Laune,"die Laune, -n","Heute geht es mir besser, aber gestern hatte ich richtig schlechte Laune.",,,,,
Lautsprecher,"der Lautsprecher, -",Bitte achten Sie auch auf die Lautsprecher-Ansagen am Bahnhof.,,,,,
Leben,das Leben,Ich habe mich an das Leben auf dem Land gewöhnt.,Hier ist das Leben teuer.,,,,
Lebenslauf,"der Lebenslauf, ¨-e",Hast du den Lebenslauf für die Bewerbung schon geschrieben?,,,,,
Lebensmittel (Pl.),die Lebensmittel (Pl.),Lebensmittel werden immer teurer.,Meine Lebensmittel kaufe ich im Supermarkt.,,,,
Leder,das Leder,Ist die Tasche aus Leder?,,,,,
Lehre,die Lehre,Mein Cousin will eine dreijährige Lehre machen.,,,,,
Lehrstelle,"die Lehrstelle, -n",Es sind noch viele Lehrstellen frei.,,,,,
"Lehrer, Lehrerin","der Lehrer, - die Lehrerin, -nen",Die Lehrerin hat heute viele Hausaufgaben gegeben.,,,,,
Lehrling,"der Lehrling, -e",Als Lehrling verdient man nicht sehr viel Geld.,,,,,
Leistung,"die Leistung, -en",Meine Leistungen in der Schule sind ganz gut.,,,,,
"Leiter, Leiterin","der Leiter, - die Leiterin, -nen",Wie heißt die Leiterin der Schule?,,,,,
Leitung,"die Leitung, -en",Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung.,"Tut mir leid, alle Leitungen sind besetzt.",Wir müssen eine neue Leitung legen lassen.,,,
Leiter,"die Leiter, -n",Haben Sie eine Leiter für mich? Ich will die Fenster putzen.,,,,,
"Lerner, Lernerin","der Lerner, - die Lernerin, -nen",Sie ist eine fleißige Lernerin.,,,,,
"Leser, Leserin","der Leser, - die Leserin, -nen",Die Leserinnen und Leser sind mit der Zeitung zufrieden.,Ich werde einen Leserbrief schreiben.,,,,
Leute (Pl.),die Leute (Pl.),Auf der Party waren viele Leute.,,,,,
Lexikon,"das Lexikon, -Lexika",Wir könnten im Lexikon nachsehen.,,,,,
Licht,"das Licht, -er",Kannst du bitte Licht machen? Ich kann so nichts sehen.,Es ist so dunkel. Wo macht man hier das Licht an?,,,,
Liebe,die Liebe,Wir haben aus Liebe geheiratet.,Für mich ist das Wichtigste die Liebe zu meiner Familie und zu meinen Kindern.,Die Kinder haben die Geschenke mit viel Liebe gemacht.,,,
Lied,"das Lied, -er",Zu deinem Geburtstag singen wir dir ein Lied.,,,,,
Lieferung,"die Lieferung, -en",Sie bezahlen erst bei der Lieferung.,,,,,
Lift,"der Lift, -e ? D, A: Aufzug",Im Büro ist leider der Lift kaputt.,,,,,
Limonade,"die Limonade, -n",Die Limonade ist sehr süß.,,,,,
Linie,"die Linie, -n",Zum Hauptbahnhof können Sie mit der Linie 8 fahren.,,,,,
Lippe,"die Lippe, -n",Es ist sehr kalt. Meine Lippen sind ganz trocken.,,,,,
Liste,"die Liste, -n",Was brauchen wir für die Party? – Mach doch eine Einkaufsliste.,,,,,
Literatur,die Literatur,Ich interessiere mich für Literatur.,,,,,
Loch,"das Loch, ¨-er",Ich habe ein Loch im Zahn. Ich muss zum Zahnarzt.,"Deine Hose hat ein Loch. – Ich weiß, sie ist schon alt.",,,,
