type,word,german,english
noun,Alkohol,Du musst die Wunde mit Alkohol reinigen.,You must clean the wound with alcohol.
noun,Alkohol,"Nein, danke! Ich trinke keinen Alkohol.","No, thank you! I don't drink alcohol."
noun,Post,Die Post macht erst um 8 Uhr auf.,The post office doesn't open until 8 o'clock.
noun,Post,Meine Frau arbeitet bei der Post.,My wife works at the post office.
noun,Post,Ist Post für mich da?,Is there mail for me?
noun,Botschaft,Das Visum habe ich von der Botschaft bekommen.,I got the visa from the embassy.
verb,fehlen,Auf dem Brief fehlt der Absender.,The sender is missing on the letter.
verb,fehlen,Hast du Kleingeld? Mir fehlt ein Euro.,Do you have any change? I'm missing one euro.
verb,fehlen,In der Kasse fehlen 20 Euro.,20 euros are missing from the till.
verb,fehlen,"Antonio war nicht in der Schule, er fehlt schon seit drei Tagen.","Antonio hasn't been to school, he's been missing for three days."
verb,fehlen,Was fehlt Ihnen? Haben Sie Schmerzen?,What is wrong with you? Are you in pain?
other,irgendein,"Was für einen Saft möchten Sie? – Ganz egal, irgendeinen.","What kind of juice would you like? - It doesn't matter, just any juice."
verb,untersuchen,Sie sollten sich vom Arzt untersuchen lassen.,You should be examined by a doctor.
noun,Flucht,Der Einbrecher war schon auf der Flucht.,The burglar was already on the run.
noun,Mobilität,Sprachen zu lernen fördert die Mobilität.,Learning languages promotes mobility.
noun,Gegenteil,Das Gegenteil von „klein“ ist „groß“.,The opposite of "small" is "large".
noun,Gegenteil,Sie ist das genaue Gegenteil von ihrem Bruder.,She is the exact opposite of her brother.
noun,Gegenteil,"Du bist sicher müde. – Nein, ganz im Gegenteil!","You must be tired - no, quite the opposite!"
other,scharf,Bei uns zu Hause essen wir immer sehr scharf.,We always eat very spicy food at home.
other,scharf,Hast du kein schärferes Messer?,Don't you have a sharper knife?
noun,Projekt,Der Staat fördert Projekte für Kinder und Jugendliche.,The state supports projects for children and young people.
other,mehrere,Ich habe mehrere Leute gefragt. Aber niemand konnte mir helfen.,I asked several people. But no one could help me.
other,mehrere,Viele Wörter haben mehrere Bedeutungen.,Many words have several meanings.
verb,schwimmen,Ich gehe regelmäßig schwimmen.,I go swimming regularly.
verb,schwimmen,Kannst du schwimmen?,Can you swim?
verb,zählen,Bitte zählen Sie das Wechselgeld sofort nach.,Please count the change immediately.
verb,zählen,Mein Sohn kann schon bis 100 zählen.,My son can already count to 100.
verb,zählen,Ich zähle auf dich!,I'm counting on you!
other,innerhalb,Diese Fahrkarte gilt nur innerhalb der Stadt.,This ticket is only valid within the city.
other,innerhalb,Nach dem Umzug müssen Sie sich innerhalb einer Woche ummelden.,"After moving, you must re-register within one week."
other,haltbar,Diese Tomaten sind mindestens 2 Wochen haltbar.,These tomatoes will keep for at least 2 weeks.
other,blind,Er ist von Geburt an blind.,He has been blind since birth.
noun,Absicht,Entschuldigen Sie bitte. Meine Tochter hat das nicht mit Absicht gemacht.,Please excuse me. My daughter didn't do that on purpose.
noun,Absicht,Hast du die Absicht zu studieren?,Do you intend to study?
other,zuletzt,Die Kleider packen wir zuletzt ein.,We pack the clothes last.
other,zuletzt,Wir haben uns vor drei Jahren zuletzt gesehen.,We last saw each other three years ago.
noun,Ohr,Ich habe Ohrenschmerzen.,I have an earache.
noun,Ohr,Das Baby hat aber kleine Ohren!,But the baby has small ears!
verb,(sich) verletzen,Ich habe mich an der Hand verletzt.,I injured my hand.
verb,(sich) verletzen,Ich habe mir den Arm verletzt.,I hurt my arm.
noun,"Schüler, Schülerin",In der Klasse sind 25 Schülerinnen.,There are 25 pupils in the class.
other,merkwürdig,Das ist eine merkwürdige Geschichte.,That's a strange story.
noun,Größe,Welche Größe haben Sie?,What size are you?
noun,Größe,Größe: 170 cm,Size: 170 cm
noun,Größe,Haben Sie das Hemd auch in Größe 40?,Do you also have the shirt in size 40?
noun,Vorstellung,Wann läuft der Film? – Die nächste Vorstellung ist um 15 Uhr.,When is the movie showing? - The next screening is at 3 pm.
noun,Unterstützung,Ich nehme Ihre Unterstützung gern an.,I will gladly accept your support.
noun,Rechnung,"Bitte, die Rechnung!","Please, the bill!"
noun,Rechnung,Brauchen Sie für diese Reparatur eine Rechnung?,Do you need an invoice for this repair?
verb,(sich) verändern,Das geht so nicht. Wir müssen die Organisation verändern.,That's not possible. We have to change the organization.
verb,(sich) verändern,Wir haben uns lange nicht gesehen. Aber du hast dich gar nicht verändert.,We haven't seen each other for a long time. But you haven't changed at all.
other,locker,Lassen Sie bitte die Arme ganz locker und atmen Sie tief ein.,Keep your arms relaxed and breathe in deeply.
other,frisch,Das Brot ist noch ganz frisch.,The bread is still very fresh.
other,frisch,Die Handtücher sind frisch gewaschen.,The towels are freshly laundered.
other,frisch,Ich muss mal an die frische Luft.,I need to get some fresh air.
noun,"Cousin, Cousine",Meine Cousine wohnt jetzt in Brasilien.,My cousin now lives in Brazil.
other,einsam,Ohne meine Familie fühle ich mich ein bisschen einsam.,I feel a bit lonely without my family.
other,knapp,Mach schnell. Die Zeit ist knapp.,Be quick. Time is short.
other,knapp,Unser Geld wird knapp. Wir müssen sparen.,Our money is running out. We have to save.
other,knapp,Die Fahrt war kurz. Nur knapp eine Stunde.,The journey was short. Just under an hour.
other,knapp,Die Wohnung hat nur knapp 30 m².,The apartment is just under 30 m².
other,knapp,Der Tisch hat nur knapp 50 Euro gekostet.,The table only cost just under 50 euros.
other,ebenfalls,"Ich wünsche Ihnen ein schönes Wochenende. – Danke, ebenfalls.","Have a nice weekend. - Thank you, too."
noun,Artikel,Ich habe einen interessanten Artikel gelesen.,I read an interesting article.
noun,Artikel,"Im Deutschen gibt es drei Artikel: der, die, das.","There are three articles in German: der, die, das."
other,jederzeit,Sie können mich jederzeit anrufen.,You can call me at any time.
other,kompliziert,Er schreibt viel zu kompliziert.,His writing is far too complicated.
verb,spüren,Wo tut es weh? Spüren Sie das hier?,Where does it hurt? Can you feel it here?
noun,Kino,Wollen wir ins Kino gehen?,Shall we go to the movies?
verb,probieren,Haben Sie dieses Waschmittel schon einmal probiert?,Have you ever tried this detergent?
verb,probieren,"Ich habe probiert, die Zeitung zu lesen, aber es war zu schwer.","I tried to read the newspaper, but it was too difficult."
verb,probieren,Darf ich die Schuhe anprobieren?,Can I try on the shoes?
noun,Tanz,Diese modernen Tänze kann ich nicht.,I can't do these modern dances.
verb,stoppen,"Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gefahren bin.",The police stopped me because I ran a red light.
noun,Zugang,Der Zugang zu diesem Haus ist schwierig.,Access to this house is difficult.
noun,Zugang,Hast du Zugang zum Internet?,Do you have access to the Internet?
other,"vorn, vorne",Bitte vorn beim Fahrer einsteigen!,Please get in at the front with the driver!
other,"vorn, vorne","Zwei Kinokarten, bitte. – Wo möchten Sie sitzen, vorne oder hinten?","Two movie tickets, please. - Where would you like to sit, front or back?"
other,"vorn, vorne",Das war noch nicht ganz richtig. Bitte noch mal von vorne.,That was not quite right. Please start again from the beginning.
noun,Erlaubnis,Sie hätten ihn vorher um Erlaubnis bitten müssen.,You should have asked him for permission beforehand.
verb,packen,Ich muss noch meinen Koffer packen.,I still have to pack my suitcase.
other,inzwischen,Herr Müller kommt gleich zurück. Sie können inzwischen in seinem Büro warten.,Mr. Müller will be back shortly. You can wait in his office in the meantime.
noun,Presse,Darüber konnte sich jeder in der Presse informieren.,Everyone could read about this in the press.
noun,Geduld,Bitte haben Sie etwas Geduld.,Please be patient.
noun,Bühne,Er steht gern auf der Bühne.,He loves being on stage.
verb,reparieren,Das Fahrrad kann man leider nicht mehr reparieren.,"Unfortunately, the bike can no longer be repaired."
other,selten,Ich gehe ganz selten ins Kino.,I very rarely go to the movies.
verb,unterschreiben,Unterschreiben Sie bitte hier unten rechts.,Please sign here at the bottom right.
verb,drücken,Sie brauchen nur auf den Knopf zu drücken.,All you have to do is press the button.
verb,drücken,Die neuen Schuhe drücken.,The new shoes pinch.
verb,drücken,"Wenn du hier drückst, geht die Tür auf.","If you press here, the door will open."
noun,Medizin,Du musst noch deine Medizin nehmen.,You still have to take your medicine.
noun,Medizin,Mein Sohn will Medizin studieren.,My son wants to study medicine.
verb,verhaften,Die Polizei hat 23 Menschen verhaftet.,The police have arrested 23 people.
noun,Prozess,Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.,The trial will be televised directly from the courtroom.
noun,Motor,Der Motor ist kaputt. Das Auto fährt nicht mehr.,The engine is broken. The car no longer runs.
other,beinahe,Ich habe heute beinahe den Bus verpasst.,I almost missed the bus today.
noun,Hof,Die Kinder spielen am liebsten im Hof.,The children prefer to play in the courtyard.
verb,akzeptieren,Ich kann diese Bedingungen nicht akzeptieren.,I cannot accept these conditions.
verb,(sich) anziehen,"Du musst dich wärmer anziehen, sonst erkältest du dich.","You have to dress warmer, otherwise you'll catch a cold."
verb,(sich) anziehen,Heute ziehe ich mein neues T-Shirt an.,Today I'm putting on my new T-shirt.
verb,umgehen,Er kann sehr gut mit Kindern umgehen.,He is very good with children.
noun,Bauch,Mir tut der Bauch weh.,My stomach hurts.
other,gesamt-/Gesamt-,Ich habe meine gesamten Bücher verschenkt.,I have given away all my books.
other,gesamt-/Gesamt-,"z. B. Gesamtgewicht, Gesamtsumme","z. e.g. total weight, total sum"
noun,Kiste,Ich habe zwei Kisten Bier gekauft.,I bought two crates of beer.
verb,landen,Wir sind erst um 20 Uhr in München gelandet.,We only landed in Munich at 8pm.
verb,landen,Wegen starken Nebels konnte die Maschine nicht in Frankfurt landen.,The plane was unable to land in Frankfurt due to heavy fog.
noun,Berg,Die Zugspitze ist der höchste Berg in Deutschland.,The Zugspitze is the highest mountain in Germany.
noun,Berg,Wir fahren jeden Sonntag in die Berge.,We go to the mountains every Sunday.
noun,Berg,Auf dem Berg haben wir ein Picknick gemacht.,We had a picnic on the mountain.
noun,Untersuchung,Ich habe morgen eine Untersuchung im Krankenhaus.,I have a check-up at the hospital tomorrow.
noun,Alarm,Bei Feueralarm dürfen Sie die Aufzüge nicht benutzen.,"If the fire alarm sounds, you may not use the elevators."
other,extra,Die Getränke kosten extra.,The drinks cost extra.
other,extra,Warum sind Sie nicht gekommen? Ich habe extra auf Sie gewartet.,Why didn't you come? I waited especially for you.
verb,beobachten,Wer hat den Unfall beobachtet?,Who witnessed the accident?
noun,Eindruck,Ich finde die Leute auf der Straße ziemlich unfreundlich. Wie ist dein Eindruck?,I find the people on the street pretty unfriendly. What is your impression?
noun,Eindruck,"Ich glaube, ich habe bei dem Vorstellungsgespräch einen guten Eindruck gemacht.",I think I made a good impression at the interview.
verb,wehtun,Wo tut es weh?,Where does it hurt?
verb,wehtun,Mir tut der Rücken weh.,My back hurts.
verb,wehtun,Hast du dir wehgetan?,Did you hurt yourself?
verb,springen,Wir waren im Schwimmbad. Mein Sohn ist immer wieder ins Wasser gesprungen.,We went to the swimming pool. My son kept jumping into the water.
verb,springen,"Wie weit bist du heute gesprungen? – 3,40 m.","How far did you jump today? - 3,40 m."
noun,Gerät,Ich kaufe meine Elektrogeräte immer gebraucht. Das ist viel billiger.,I always buy my electrical appliances second-hand. It's much cheaper.
verb,(sich) interessieren,Das Thema Kindererziehung interessiert mich sehr.,I am very interested in the subject of raising children.
verb,(sich) interessieren,Ich interessiere mich sehr für Fußball.,I am very interested in soccer.
verb,fliehen,Der Einbrecher ist sofort geflohen.,The burglar fled immediately.
noun,Freundschaft,Deine Freundschaft ist mir sehr wichtig.,Your friendship is very important to me.
noun,Beruf,Was sind Sie von Beruf?,What is your profession?
noun,Gebiet,In diesem Gebiet gibt es kaum Industrie.,There is hardly any industry in this area.
noun,Gebiet,Die Zeitschrift berichtet regelmäßig über Fortschritte auf dem Gebiet der Medizin.,The journal regularly reports on advances in the field of medicine.
other,jedoch,"Sie ruft immer wieder an, jedoch ohne Erfolg.","She calls again and again, but to no avail."
other,Prost,Wir trinken auf Ihre Gesundheit! Prost!,We drink to your health! Cheers!
noun,Brust,Ich habe Schmerzen in der Brust.,I have pain in my chest.
other,berufstätig,Sind Sie berufstätig?,Are you employed?
noun,Jacke,Zieh dir eine Jacke an. Es ist kalt.,Put on a jacket. It's cold.
other,wild,Das ist ein wilder Fluss.,It's a wild river.
other,wild,Spielt nicht so wild!,Don't play so wildly!
verb,zuhören,Hör mir doch mal zu!,Listen to me!
verb,(sich) trennen,Wir leben getrennt.,We live separately.
verb,(sich) trennen,Meine Freundin und ihr Mann haben sich getrennt.,My girlfriend and her husband have separated.
verb,(sich) trennen,Wir müssen den Müll trennen. Das kommt zum Altpapier.,We have to separate the waste. This goes with the waste paper.
noun,Vorschlag,"Ich mache dir einen Vorschlag: Du hilfst mir beim Deutschlernen, und ich lade dich zum Essen ein.",I'll make you a deal: you help me learn German and I'll buy you dinner.
noun,Gift,"Vorsicht, das Gift dieser Pflanze ist für Menschen gefährlich!","Caution, the poison of this plant is dangerous for humans!"
verb,vermissen,Ich vermisse meine Familie.,I miss my family.
verb,beantworten,Sie haben meine Frage leider nicht beantwortet.,"Unfortunately, you have not answered my question."
other,deutlich,Schreiben Sie bitte deutlich!,Please write clearly!
verb,träumen,Ich habe schlecht geträumt.,I had a bad dream.
verb,träumen,Ich träume von einem großen Haus mit Garten.,I dream of a big house with a garden.
noun,Müll,Bringst du bitte noch den Müllsack raus?,Could you please take out the garbage bag?
noun,Müll,Wir müssen den Müll trennen.,We have to separate the waste.
noun,Mitte,Wo möchten Sie sitzen? – In der Mitte.,Where would you like to sit? - In the middle.
noun,Mitte,Bis Mitte der Woche bin ich fertig.,I'll be finished by the middle of the week.
noun,Mitte,Ich habe Urlaub bis Mitte August.,I'm on vacation until mid-August.
noun,Mitte,"Den Schrank stellen wir ans Fenster, den Tisch in die Mitte.",We put the cupboard by the window and the table in the middle.
verb,erleben,In unserem Urlaub haben wir viel Schönes erlebt.,We experienced many wonderful things on our vacation.
noun,Geburt,Wir gratulieren zur Geburt eures Kindes!,Congratulations on the birth of your child!
noun,Decke,Im Wohnzimmer haben wir keine Lampe an der Decke.,We don't have a lamp on the ceiling in the living room.
noun,Decke,Kann ich noch eine Decke bekommen? Mir ist kalt.,Can I get another blanket? I'm cold.
noun,Rock,Diese Bluse passt nicht zu meinem Rock.,This blouse doesn't go with my skirt.
noun,Spiegel,"Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?",I would like to see how my dress fits. Do you have a mirror?
noun,Wetter,Ich habe Radio gehört. Das Wetter soll schön werden.,I've been listening to the radio. The weather is supposed to be nice.
noun,Wetter,Wir hatten im Urlaub schlechtes Wetter.,We had bad weather on vacation.
noun,Wetter,Bei schönem Wetter könnten wir ein Picknick machen.,"If the weather is nice, we could have a picnic."
noun,Regel,Im Straßenverkehr sind viele Regeln zu beachten.,There are many rules to follow in road traffic.
noun,Regel,Wie geht dieses Spiel? Kennst du die Regeln?,How does this game work? Do you know the rules?
noun,Regel,In der Regel geht sie um sieben Uhr aus dem Haus.,She usually leaves the house at seven o'clock.
other,einheitlich,Die Schüler dieser Schule tragen einheitliche Kleidung.,The pupils at this school wear uniform clothing.
verb,gucken,Guck doch mal! Es schneit.,Take a look! It's snowing.
verb,gucken,Was bedeutet dieses Wort? – Guck doch im Wörterbuch nach.,What does this word mean? - Look it up in the dictionary.
noun,Strafe,Schwarzfahren kostet 60 Euro Strafe.,Fare dodging costs a fine of 60 euros.
noun,Kleidung,Hier brauchen Sie auch im Sommer warme Kleidung.,You will need warm clothing here even in summer.
noun,Gras,Wir lagen den ganzen Tag im Gras.,We lay in the grass all day.
noun,Brot,"Brot kaufe ich immer beim Bäcker, nicht im Supermarkt.","I always buy bread from the bakery, not the supermarket."
noun,Brot,Was möchtest du aufs Brot haben?,What would you like on your bread?
noun,Brot,Nimm noch ein paar belegte Brote für die Fahrt mit.,Take a few sandwiches with you for the journey.
noun,Station,Sie müssen an der nächsten Station aussteigen.,You must get off at the next stop.
noun,Station,Meine Nachbarin liegt auf Station III.,My neighbor is in ward III.
other,hinterher,Vor der Prüfung habe ich so viel gelernt. Hinterher habe ich vieles wieder vergessen.,"I learned so much before the exam. Afterwards, I forgot a lot of things."
verb,verpassen,Ich habe den Zug verpasst.,I missed the train.
verb,verpassen,Ich habe die 12-Uhr-Nachrichten verpasst.,I missed the 12 o'clock news.
noun,Hemd,Nikos trägt heute ein weißes Hemd.,Nikos is wearing a white shirt today.
verb,klären,"Ich hoffe, wir können dieses Problem bald klären.",I hope we can resolve this issue soon.
other,praktisch,Ich finde diese Küchenmaschine sehr praktisch.,I find this food processor very practical.
other,praktisch,Ich habe letzte Woche den Führerschein gemacht. Jetzt fehlt mir noch praktische Erfahrung.,I got my driver's license last week. Now I still need practical experience.
other,praktisch,"Dieses Handy kann praktisch alles, was ein Computer kann.",This cell phone can do practically everything a computer can do.
noun,Theorie,Das ist die Theorie. In der Praxis ist vieles ganz anders.,"That's the theory. In practice, things are very different."
noun,Notfall,Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.,We have an emergency. Please send an ambulance.
noun,Notfall,Im Notfall rufen Sie bitte diese Nummer an.,"In an emergency, please call this number."
other,schief,Der Spiegel hängt ganz schief.,The mirror hangs askew.
noun,Bedeutung,Das Wort „Maus“ hat inzwischen zwei Bedeutungen.,The word "mouse" now has two meanings.
noun,Strom,Wie kann ich im Haushalt Strom sparen?,How can I save electricity at home?
noun,Zahl,Können Sie die Zahl bitte wiederholen?,Can you please repeat the number?
noun,Zahl,Die Zahl der Internetnutzer wird immer größer.,The number of Internet users is growing all the time.
noun,Talent,Sie hat großes Talent für Musik.,She has a great talent for music.
noun,Fernseher,Der Fernseher ist schon wieder kaputt.,The TV is broken again.
verb,treiben,Welchen Sport treibst du?,What sport do you do?
other,ausgezeichnet,Essen und Unterkunft waren ausgezeichnet.,The food and accommodation were excellent.
noun,"Täter, Täterin",Die Polizei hat den Täter endlich gefasst.,The police have finally caught the perpetrator.
noun,Dieb,Ein Dieb hat mir auf dem Markt die Tasche gestohlen.,A thief stole my bag at the market.
other,offiziell,Sie bekommen von uns eine offizielle Einladung.,You will receive an official invitation from us.
verb,dienen,Solche Kontakte dienen der Verbesserung der internationalen Beziehungen.,Such contacts serve to improve international relations.
verb,dienen,Dieser Raum dient als Aufenthaltsraum.,This room serves as a lounge.
verb,dienen,Er hat der Firma viele Jahre lang gedient.,He has served the company for many years.
other,dauernd,Das dauernde Klingeln des Telefons stört mich.,The constant ringing of the phone bothers me.
other,dauernd,Er ist dauernd krank.,He is constantly ill.
noun,Geschmack,Ich möchte bitte Kaugummi mit Erdbeergeschmack.,"I would like strawberry-flavored chewing gum, please."
noun,Familienstand,Bei „Familienstand“ musst du „ledig“ ankreuzen.,You must check "single" under "Marital status".
noun,Pech,Es regnet. Unser Picknick fällt leider aus. – So ein Pech!,It's raining. Our picnic is unfortunately canceled. - What bad luck!
noun,Pech,Wir hatten im Urlaub Pech mit dem Wetter.,We were unlucky with the weather on our vacation.
noun,"Schauspieler, Schauspielerin",Der Film war toll. Die Schauspieler waren sehr gut.,The movie was great. The actors were very good.
noun,Publikum,Es war ein tolles Konzert. Das Publikum war begeistert.,It was a great concert. The audience was thrilled.
verb,wechseln,Können Sie 50 Euro in Kleingeld/in Dollar wechseln?,Can you change 50 euros into change/dollars?
verb,wechseln,Kannst du Reifen wechseln?,Can you change tires?
verb,wechseln,Ich werde den Arzt wechseln. Dieser hier ist zu teuer.,I'm going to change doctors. This one is too expensive.
noun,Gas,Wir kochen mit Gas.,We cook with gas.
noun,Gas,Gib Gas! Die Ampel ist grün.,Step on the gas! The traffic light is green.
noun,Sturm,Im Radio haben sie Regen und Sturm angesagt.,The radio announced rain and storms.
verb,wirken,Die Tabletten haben nicht gewirkt.,The tablets did not work.
verb,starten,Das Flugzeug ist pünktlich gestartet.,The plane took off on time.
verb,festhalten,Halt dich gut fest.,Hold on tight.
verb,festhalten,Halt die Flasche gut fest.,Hold the bottle firmly.
other,geheim,Das ist geheim. Du darfst es niemandem sagen.,This is secret. You can't tell anyone.
noun,Abteilung,Meine Freundin arbeitet in der Abteilung von Frau Kaufmann.,My friend works in Ms. Kaufmann's department.
noun,Papier,Hast du ein Blatt Papier für mich?,Do you have a piece of paper for me?
noun,Papier,Bitte bringen Sie zu dem Termin alle Papiere mit.,Please bring all papers with you to the appointment.
verb,wetten,"Wir haben gewettet, dass sie wieder zu spät kommt.",We bet that she would be late again.
verb,wetten,"Wetten, dass es bald regnet?",Want to bet that it will rain soon?
other,gleichzeitig,Ich kann nicht alles gleichzeitig machen.,I can't do everything at the same time.
other,hungrig,Ich bin sehr hungrig.,I am very hungry.
verb,(sich) zwingen,Bitte zwing mich nicht etwas zu essen. Ich bin wirklich nicht hungrig.,Please don't make me eat anything. I'm really not hungry.
verb,(sich) zwingen,Das schlechte Wetter zwang uns umzukehren.,The bad weather forced us to turn back.
verb,unterstützen,"Sie unterstützen mich, wo sie nur können.",They support me wherever they can.
other,rechtzeitig,Bitte weck mich rechtzeitig. Ich muss pünktlich sein.,Please wake me up on time. I have to be on time.
other,streng,Unsere Tochter hat einen sehr strengen Lehrer.,Our daughter has a very strict teacher.
noun,Sendung,Wir wiederholen die Sendung am Mai.,We will repeat the program on May.
noun,Sendung,Ich warte auf eine Postsendung.,I am waiting for a mail item.
noun,Treppe,Wo ist die Toilette? – Die Treppe hoch und dann links.,Where is the toilet? - Up the stairs and then left.
noun,Treppe,Meine Oma kann nicht gut Treppen steigen.,My grandma is not good at climbing stairs.
verb,aufnehmen,Wir haben Aneta in unseren Verein aufgenommen.,We have accepted Aneta into our club.
verb,aufnehmen,Ich habe den Film im Urlaub aufgenommen.,I recorded the film on vacation.
noun,Schlange,Auf der Post gibt es immer eine lange (Warte-)Schlange.,There is always a long (waiting) line at the post office.
noun,Pizza,Lass uns eine Pizza bestellen!,Let's order a pizza!
noun,Hütte,Wir übernachten in der Hütte auf dem Berg.,We spend the night in the hut on the mountain.
noun,Mantel,Es ist sehr kalt. Zieh deinen Mantel an.,It's very cold. Put on your coat.
verb,reiten,Möchtest du gerne reiten lernen?,Would you like to learn to ride?
noun,Sack,Ich hätte gern einen Sack Kartoffeln.,I would like a sack of potatoes.
noun,Sack,Wo soll ich die Säcke mit dem Müll hinstellen?,Where should I put the bags of garbage?
noun,Personenstand,Bei „Personenstand“ musst du „ledig“ ankreuzen.,Under "Marital status" you must check "single".
other,eindeutig,Das Ergebnis ist eindeutig. Du hast gewonnen.,The result is clear. You have won.
other,eindeutig,Du kannst eindeutig besser kochen als ich.,You can clearly cook better than me.
noun,Unterhaltung,Wir wünschen Ihnen gute Unterhaltung.,We wish you good entertainment.
verb,gründen,Frau Bauer hat eine eigene Firma gegründet.,Ms. Bauer has founded her own company.
noun,Mittel,Haben Sie ein Mittel gegen Magenschmerzen?,Do you have a remedy for stomach pain?
noun,Mittel,Der Arzt hat mir ein Mittel gegen Grippe verschrieben.,The doctor prescribed me a remedy for the flu.
noun,Mittel,Das neue Waschmittel ist sehr gut.,The new detergent is very good.
other,neugierig,Die Nachbarn sind ziemlich neugierig.,The neighbors are quite curious.
noun,Leitung,Ab 1. Juli übernimmt Herr Meier die Leitung der Abteilung.,Mr. Meier will take over the management of the department from 1 July.
noun,Leitung,"Tut mir leid, alle Leitungen sind besetzt.","Sorry, all lines are busy."
noun,Leitung,Wir müssen eine neue Leitung legen lassen.,We have to have a new pipe laid.
verb,kennenlernen,Wo habt ihr euch kennengelernt?,Where did you meet?
verb,kennenlernen,Ich möchte gern reisen und andere Länder kennenlernen.,I would like to travel and get to know other countries.
other,auseinander,Wir wohnen nicht weit auseinander.,We don't live far apart.
verb,fressen,Hat der Hund schon etwas zu fressen bekommen?,Has the dog had anything to eat yet?
noun,Stoff,Was für ein Stoff ist das? – Wolle.,What kind of fabric is that? - Wool.
noun,Stoff,In manchen Farben sind giftige Stoffe.,Some paints contain toxic substances.
other,eilig,Hast du es eilig?,Are you in a hurry?
noun,Schrank,Die Handtücher liegen im Schrank.,The towels are in the cupboard.
noun,Virus,Ich habe mal wieder einen Virus auf meinem Computer.,Once again I have a virus on my computer.
noun,Einladung,Danke für die Einladung.,Thank you for the invitation.
other,vernünftig,Seien Sie doch vernünftig!,Be reasonable!
other,vernünftig,Das ist ein ganz vernünftiger Vorschlag.,That is a very sensible suggestion.
verb,greifen,Greifen Sie doch zu!,Why don't you grab it!
other,per,Wie kann ich mich für den Kurs anmelden? – Per Fax oder E-Mail.,How can I register for the course? - By fax or e-mail.
noun,Mitglied,Für Mitglieder ist der Eintritt zum Konzert gratis.,Admission to the concert is free for members.
noun,Feld,Auf diesem Feld wächst Gemüse.,Vegetables grow in this field.
noun,Information,Bitte lesen Sie diese Informationen genau.,Please read this information carefully.
noun,Information,"Wenn Sie Fragen haben, gehen Sie zur Information.","If you have any questions, please go to the information desk."
verb,(sich) waschen,Ich habe die Bluse gerade frisch gewaschen.,I have just washed the blouse.
verb,(sich) waschen,Wo kann ich mir die Hände waschen?,Where can I wash my hands?
verb,behaupten,"Er behauptet, unsere Meinung sei nicht wichtig.",He claims that our opinion is not important.
verb,behaupten,"Es ist schwer, sich gegen meinen Kollegen zu behaupten.",It's hard to stand up to my colleague.
noun,Stiege,Wo ist die Toilette? – Die Stiege hoch und dann links.,Where is the toilet? - Up the stairs and then left.
noun,Stiege,Meine Oma kann nicht gut Stiegen steigen.,My grandma is not good at climbing stairs.
verb,warnen,Ich warne Sie. Der Hund ist gefährlich.,I'm warning you. The dog is dangerous.
other,lecker,Das Essen war sehr lecker.,The food was very tasty.
noun,Klinik,"Ich muss in die Klinik, um meinen kranken Onkel zu besuchen.",I have to go to the clinic to visit my sick uncle.
other,dicht,Unsere Fenster sind nicht dicht. Es zieht immer.,Our windows are not airtight. There's always a draught.
verb,sich befinden,Das Bord-Bistro befindet sich in der Mitte des Zuges.,The on-board bistro is located in the middle of the train.
noun,"Bürger, Bürgerin",EU-Bürgerinnen und Bürger können überall in Europa arbeiten.,EU citizens can work anywhere in Europe.
noun,Hammer,Ich möchte ein Bild aufhängen. Hast du einen Hammer für mich?,I would like to hang up a picture. Do you have a hammer for me?
noun,Politik,Ich interessiere mich nicht für Politik.,I'm not interested in politics.
verb,sich irren,"Du irrst dich. Das Auto war nicht grün, sondern rot.","You are wrong. The car wasn't green, it was red."
verb,sich irren,Ich habe mich in der Hausnummer geirrt.,I made a mistake with the house number.
noun,Krankenwagen,Wir mussten einen Krankenwagen rufen.,We had to call an ambulance.
noun,Schnee,Im Februar gibt es oft viel Schnee.,There is often a lot of snow in February.
verb,entfernen,Der Müll muss dringend entfernt werden.,The garbage must be removed urgently.
verb,entfernen,Das Hotel liegt etwa 100 m vom Strand entfernt.,The hotel is about 100 m from the beach.
other,erfolgreich,Mein Großvater war ein erfolgreicher Geschäftsmann.,My grandfather was a successful businessman.
noun,Brille,Ich brauche eine neue Brille.,I need new glasses.
noun,Heimat,Ich lebe jetzt hier in Deutschland. Das ist meine neue Heimat.,I now live here in Germany. This is my new home.
noun,"Leiter, Leiterin",Wie heißt die Leiterin der Schule?,What is the name of the head of the school?
noun,Leiter,Haben Sie eine Leiter für mich? Ich will die Fenster putzen.,Do you have a ladder for me? I want to clean the windows.
noun,Kauf,Der neue Esstisch war ein guter Kauf.,The new dining table was a good buy.
noun,Werk,Wir haben gestern das Werk besichtigt.,We visited the plant yesterday.
verb,bestätigen,Die Firma hat mir den Termin schriftlich bestätigt.,The company confirmed the appointment in writing.
verb,bestätigen,"Ich kann bestätigen, dass er hier war.",I can confirm that he was here.
verb,empfangen,Wir können mit unserem Fernseher über 30 Programme empfangen.,We can receive over 30 programs on our television.
verb,empfangen,Die Gäste wurden sehr herzlich empfangen.,The guests received a very warm welcome.
